şarkı sözü;;şarkı adı
"Pinhani - Rüzgar
Herkes aynı hayatta
Kendini birşey sanma
Ne kadar çok bilirsen
O kadar bela başa
Sen bilirsin aslında
Aklımdan geçenleri
Zaman herşeyi çözer
Şu beklemek olmasa
Gözlerimi açsam da
Sen çıksan karşıma
Gel beni azat et
Kayboldum karanlıkta
Ben bizi unutmam
Gitmek yakışmaz bana
Yolcuyuz hayatta
Sen gel otur yanıma";;Pinhani - Rüzgar
"Aylin Aslım - Ölünür De
Kimsenin değil bir tek senin yerin var
Geçmişimdeki iyi kötü anlarda
Yanımdaydın ya ne isterdim daha
Ama
Evet her güzel şeyin de bir sonu var
E tabii haklısın sen boğulmamak için
Gemiyi terk etmek en doğru seçim

Görünürde nefes alıyor gibiyim
Görünürde gülüyor ola da bilirim
Görünürde yaşıyor gibi dursam da içten ölünür de
Kimsenin değil en çok senin payın var
Bu hayattan kopuk ölü balık halimde
Son bir iyilik yap at beni denize

Görünürde nefes alıyor gibiyim
Görünürde gülüyor ola da bilirim
Görünürde yaşıyor gibi dursam da içten ölünür de
Ölünür de farkına varamaz insan
Ölünür de kopamaz bu dünyadan
Ölünür de yaşayan sıradan biri gibi
Görünürde";;Aylin Aslım - Ölünür De
"Kurban - Kara Toprak
Ağladım geldim dünyaya
Gülemedim doya doya
Ağladım geldim dünyaya
Gülemedim doya doya

Benim sadık yarim karatopraktır
Eski dostlar düşman olmuş
Bahçenin gülleri solmuş
Benim sadık yarim kara topraktır

Bakariken görmez oldum
Derdime dermanı buldum Bakariken görmez oldum
Derdime dermanı buldum

Ağladım geldim dünyaya
Gülemedim doya doya
Ağladım geldim dünyaya
Gülemedim doya doya

Benim sadık yarim karatopraktır
Eski dostlar düşman olmuş
Bahçenin gülleri solmuş
Benim sadık yarim kara topraktır

Bakariken görmez oldum
Derdime dermanı buldum Bakariken görmez oldum
Derdime dermanı buldum

Ağladım geldim dünyaya
Gülemedim doya doya
Ağladım geldim dünyaya
Gülemedim doya doya

Benim sadık yarim karatopraktır";;Kurban - Kara Toprak
"Şebnem Ferah - İyi Gün Dostlarım
Hangi gün hangi an üzülsem ağlasam
Halime güldünüz
Ne yapsam ne etsem olmadı anlayan
Aşkı çok gördünüz

Çekilin yanımdan gelmeyin üstüme
İyi gün dostlarım tutmayın elimden

Hangi gün hangi an bir omuz arasam
Uzakta oldunuz
Ne yapsam ne etsem olmadı anlayan
Dostluğu çok gördünüz

Çekilin yanımdan gelmeyin üstüme
İyi gün dostlarım tutmayın elimden";;Şebnem Ferah - İyi Gün Dostlarım
"Duman - En Güzel Günüm Gecem
Kafadan attım salladım
Türkülerden de çaldım
Sahnelere çıkıp içtim oynadım
Ben gönülden inandım
Şarkını seç gel benimle
Beraber bağıralım
Dalganı geç sen benimle
Elini verdin sıkmadım
Boynundan sarıldım
Tekme tokat öne geçtin bıkmadın
Sen gönülden inandın
Şarkını seç gel benimle
Beraber bağıralım
Dalganı geç sen benimle
En güzel günüm gecem sizinle
Bu nasıl sevgidir böyle
En güzel günüm bu gece
Çalarım söylerim keyfe
Kafadan attım salladım
Türkülerden de çaldım
Sahnelere çıkıp içtim oynadım
Ben gönülden inandım
Şarkını seç gel benimle
Beraber bağıralım
Dalganı geç sen benimle
En güzel günüm gecem sizinle
Bu nasıl sevgidir böyle
En güzel günüm bu gece
Çalarım söylerim keyfe";;Duman - En Güzel Günüm Gecem
"Mor ve Ötesi - Daha Mutlu Olamam
Güne kahveyle başladım
Ağzım kuru zihnim açık
Beyaz camda görüntüler
Hepsi o kadar dürüst ki

Hayatımdan çok memnunum
Aşk bitti aşk aptallıktı
Bir de sigarayı bıraksam
Kimse tutamaz beni artık

Küçük şeyler sevindirir ruhumu
Hayal bile edemezdim ben bunu

Daha mutlu olamam
Daha mutlu olamam
Yağmurlu bir akşamüstü
Radyo açık, köprüdeydim
Derken bir anda farkettim
Başka bir hayat yok ki

Durdum sustum gülümsedim
Gözümü açtım ben değiştim
Kızdınız, siz haklıydınız
Artik size gerek yok

Küçük şeyler sevindirir ruhumu
Hayal bile edemezdim ben bunu

Daha mutlu olamam
Daha mutlu olamam (bu akşam";;Mor ve Ötesi - Daha Mutlu Olamam
"Teoman - Bir Kadın Bir Erkek
sözlerini unutmuş
en sevdiği şarkının
bakmış
ne geçmiş geçmiş
ne gelecek gelecekmiş
uçmayan kuş
kesmez bıçak
hiç atmayan bir kalp
iki yalnız bir gemide
anısı var sadece

o şarkıydı aşk anlatan
sözcüklerin kölesi olmadan
çekti ciğerine dumanını
son sigarasından
dayanmıştı
daha da dayanırdı
ama ne gerek vardı
hiçbirini seçemedi sonunda
kelimeleri önüne yayınca
bazen aynı değildi
iki aşkın hikâyesi
arada ışık yılları vardı
karşıdandı akıntı
belki de her şey bitince
bir şey başlardı
ama o hiç konuşmadı
sadece baktı

kadın ağlar
erkek bakar
kadın duyar
erkek duymaz
kadın sorar
erkek susar
kadın gider
erkek içer";;Teoman - Bir Kadın Bir Erkek
"Athena - Kayıp
Kayboldum sanki yine
Gören var mı
Herşey bomboş ve yine kimse yok

Nerelerden gitsem
Bilen var mı
Odamda yalnızım yine cevap veren yok

İtiraf et itiraf et
Kendine
Sadece son bir kez daha
Yalan söyle

Çamurdan üstüm başım sade
Kaybettim kendimi yine yine
Çamurdan üstüm başım sade Kaybettim aklımı bana müsade müsade

Orda biri var arkası dönük
Sanki kor olmuş ateşe küskün
O senin gibi sen de ben gibi
Arayıp ağlayan o kayıp ruh gibi

İtiraf et itiraf et
Kendine
Sadece son bir kez daha
Yalan söyle

Çamurdan üstüm başım sade
Kaybettim kendimi yine yine
Çamurdan üstüm başım sade
Kaybettim aklımı bana müsade müsade";;Athena - Kayıp
"Aylin Aslım - Küçük Sevgilim
Ne sandın kendini
Küçük sevgilim
Roller değişmedi, katil benim.
Bu kadar zaman oyun mu zannettin?
Kalbini taş gibi, demir gibi kırılmaz mı zannettin?
Ne sandın kendini
Küçük sevgilim
Hem kendine hem bana
İnan yazık ettin
Öcünü almadan zaman
Görebilseydin eğer,
Bu kadar korkmak zaten ölmeye benzer.
Öcünü almadan zaman
Görebilseydin eğer,
Aşksız olmak zaten ölmeye benzer.";;Aylin Aslım - Küçük Sevgilim
"Athena - Hazırla Beni
Hazırla beni
Kafam almaz seni
O yakınımdaki değildin sen

Bana bakma öyle
Seni sarsam bile
Soldum bilir bilmez oldum
Sal artık da gideyim burdan, burdan

Gerçekten olmaz bırak bırak beni

Damlalar akar seni benden çıkar Donmuş içim kormuş diye
Sabah aşkına beni bağla bağla aah!

Gerçekten olmaz bırak bırak beni

Doymuş gibi bak
Duymuyor gibi bak
Ay yerindeyse
Beni gördün say

Bilmeden olmaz kırar kırar beni
Veda bu sana";;Athena - Hazırla Beni
"Aylin Aslım - Kayıp Kızlar
Her günün akşamı
Koyu karanlığın intikamı
Bir kapı arkasında şeytanlar hayaletlerr
Yatağının tam altında canavarlar onu bekler

Herkes derin uykudayken alırlar götürürler
Kimsenin ruhu duymaz kaybolur küçük kızlar

Herkes derin uykudayken yerler kemirirler
Kimsenin ruhu duymaz kaybolur küçük kızlar

Büyükler buna inanmaz ki Böyle şeyler söylenmezki

Yorganın altında kan ter içinde
Işıklar sönünce...
Bildiği duaları okur teker teker sessizce,

Herkes derin uykudayken alırlar götürürler
Kimsenin ruhu duymaz kaybolur küçük kızlar

Herkes derin uykudayken yerler kemirirler
Kimsenin ruhu duymaz kaybolur küçük kızlar";;Aylin Aslım - Kayıp Kızlar
"Yüksek Sadakat - Aşk Durdukça
Dünya döner bir gün daha
Yeryüzünde aşk durdukça
Gece erken inse bile korkma
O hep seninle kaldıkça

Biliyorsun gitmemm gerek
Yollar bitmez düşünerek
İster sonuç de istersen sebep
Bu düğümü çözmem gerek

Belki sana yazarım uğradığım bir şehirden
Renkli bir kart atarım mekke yada kudüsten
Sonra bir gün cıkarım sen artık dönmez derken
Bir şarkı fısıldarım kulağına gün batarken
Dünya döner tek bir yana (aşk durdukça)
Doğsun diye gün bir daha
Ben de döndüm tekrar sana (aşk durdukça)
Sönmek için yana yana

Belki sana yazarım uğradığım bir şehirden
Renkli bir kart atarım mekke yada kudüsten
Sonra bir gün cıkarım sen artık dönmez derken
Bir şarkı fısıldarım kulağına gün batarken

Dünya döner tek bir yana (aşk durdukça)
Dolsun diye gün bir daha
Ben de döndüm tekrar sana (aşk durdukça)
Sönmek için yana yana";;Yüksek Sadakat - Aşk Durdukça
"Kurban - İnsanlar
Birisi susmus kusmus niye
Digeri der ki hersey zevkte
Biride durmus sadece bakar
Öteki kafayi bozmus yemekle
Gunesi sevmez hep geceyi bekler
Kosuyor sanir sadece emekler

İnsanlar gormezler
İnsanlar bilmezler
İnsanlar duymazlar
Ne yapsin insanlar
Geceye doymus su dunyada
Yurude dusme sansin varsa
En iyisi oyalan sen kendinle
Kimseyi yorma bos derdinle
Verince alir fazlasini İster
Seninle uyur baskasini dusler

İnsanlar gormezler
İnsanlar bilmezler
İnsanlar duymazlar
Ne yapmis insanlar";;Kurban - İnsanlar
"Duman - Elleri Ellerime
Seni gördüm göreli şaşırdım
Dolaşırım bi başıma
Seni bildim bileli kaçırdım
Şu aklı başımdan
Seni gördüm göreli şaşırdım
Dolaşırım bi başıma
Seni bildim bileli kaçırdım
Şu aklı başımdan
Elleri ellerime, gözleri gözlerime
Saçları saçlarıma, karışan
Bir sen olsan
Elleri ellerime, gözleri gözlerime
Saçları saçlarıma, karışan
Bir sen olsan
Seni gördüm göreli şaşırdım
Dolaşırım bi başıma
Seni bildim bileli kaçırdım
Şu aklı başımdan
Elleri ellerime, gözleri gözlerime
Saçları saçlarıma, karışan
Bir sen olsan
Elleri ellerime, gözleri gözlerime
Saçları saçlarıma, karışan
Bir sen olsan
Elleri ellerime, gözleri gözlerime
Saçları saçlarıma, karışan
Bir sen olsan
Elleri ellerime, gözleri gözlerime
Saçları saçlarıma, karışan
Bir sen olsan
Elleri ellerime, gözleri gözlerime
Saçları saçlarıma, karışan
Bir sen olsan
Elleri ellerime, gözleri gözlerime
Saçları saçlarıma, karışan
Bir sen olsan";;Duman - Elleri Ellerime
"or ve Ötesi - Gece
Bıktım artık susmaktan
Bunca yıl seninle geçti
Bir çift lafa muhtacız
İki yabancı gibi

Saat gece üç olmuş
Kapında ben
Ben yokum sanki
Şimdi gerçeği söyle
Sonra yap istediğini
Sonra yap istediğini

Yeter artık
Hiçbir şey eskisi gibi değil
Yeter artık
Aslında sen hiç sevmedin

Yoruldum suçlanmaktan
Yanında hiç olmadım sanki
Yüzün herşeyi söylerdi
Ama bakmıyor şimdi

Bıktım artık susmaktan
Bunca yıl seninle geçti
Şimdi gerçeği söyle
Sonra yap istediğini

Zaman geçer büyürüz
Sertleşir dünya

Yeter artık
Hiçbir şey eskisi gibi değil
Yeter artık
Aslında sen hiç sevmedin

Yeter artık
Hiçbir şey eskisi gibi değil
Yeter artık
Aslında sen hiç sevmedin

Yeter artık
Hiçbir şey eskisi gibi değil
Yeter artık
Aslında sen hiç sevmedin

Yeter artık
Hiçbir şey eskisi gibi değil
Yeter artık
Aslında sen hiç sevmedin

Yeter artık
Yeter artık";;or ve Ötesi - Gece
"Teoman - Güzel Bir Gün
Suç yok, suçlu yok
Hayat böyle anladım
Aşk yok, artık yok
Ama zamanla alıştım
Senle ben hep böyle kalacağız
Gitgide eriyip yok olacağız
Yavaş yavaş
Sorma neden niçin
Her şey yalnızlıktan
Bak bak bak bak güzel bir gün ölmek için
Sorma neden niçin
Her şey yalnızlıktan
Bak bak bak bak güzel bir gün ölmek için
Düş yok, gerçek yok
Bak sonunda anladım
Yaz yok, kış yok
Artık zamanı karıştırdım
Senle ben hep böyle kalacağız
Gitgide eriyip yok olacağız
Yavaş yavaş
Sorma neden niçin
Her şey yalnızlıktan
Bak bak bak bak güzel bir gün ölmek için
Sorma neden niçin
Her şey yalnızlıktan
Bak bak bak bak güzel bir gün ölmek için
Senle ben hep böyle kalacağız
Gitgide eriyip yok olacağız
Yavaş yavaş
Sorma neden niçin
Her şey yalnızlıktan
Bak bak bak bak güzel bir gün ölmek için
Sorma neden niçin
Her şey yalnızlıktan
Bak bak bak bak güzel bir gün ölmek için
Sorma neden niçin
Her şey yalnızlıktan
Bak bak bak bak güzel bir gün ölmek için
Sorma neden niçin
Her şey yalnızlıktan
Bak bak bak bak güzel bir gün ölmek için";;Teoman - Güzel Bir Gün
"Emre Aydın & Yaprak Çamlıca - Ölüm Kalım Meselesi
Ah sen bir ölüm kalım meselesi
Bir ölüm kalım meselesi
Bir ölüm kalım meselesiydin, uzak dursun

Yok yetmiyor bir veda onca zamana
Söz geçmiyor kalbe, onsuz olamıyor
Yok bitmiyor öyle bir tek sözünle
Aşk yetmiyor, gidene her yol bahane

Anlamalıydım belki
Görmeliydim aşk bitti
Zorladım mı kalmaya?
Geç anladım, bağışla

Ah ben mühürlü kapıların müdavimi
Sessizliğinin dinleyeni
Hiç gelmeyenin bekleyeniydim
Öyle olsun

Ah sen, bir ölüm kalım meselesi
Bir ölüm kalım meselesi
Bir ölüm kalım meselesiydin, uzak dursun

Yok yetmiyor bir veda onca zamana
Söz geçmiyor kalbe, onsuz olamıyor
Yok bitmiyor öyle bir tek sözünle
Aşk yetmiyor, gidene her yol bahane

Anlamalıydım belki
Görmeliydim aşk bitti
Zorladım mı kalmaya?
Geç anladım, bağışla

Ah sen virane hayallerin sebebi
Çıkmaz yolların gölgesi
Bir ölüm kalım meselesiydin, uzak dursun

Ah sen bir ölüm kalım meselesi
Bir ölüm kalım meselesi
Bir ölüm kalım meselesiydin, uzak dursun

Ah sen bir ölüm kalım meselesi
Bir ölüm kalım meselesi
Bir ölüm kalım meselesiydin, uzak dursun";;Emre Aydın & Yaprak Çamlıca - Ölüm Kalım Meselesi
"maNga - Kapkaç
Faili meçhul olduk hepimiz
Kesildi dilimiz kesildi sesimiz
Nereye kadar daha gideceksiniz?
Satılık değiliz, bunu böyle biliniz

Kimleri kestiniz kimleri yediniz?
Sandınız ki bizi iyi yemlediniz
Nereye kadar daha gideceksiniz?
Satılık değiliz, bunu böyle biliniz

""Giydiğiniz şeyler uymadı bize beyler""
Diye sokakları bile dar ettiniz
Nereye kadar daha giydireceksiniz?
Satılık değiliz bunu böyle biliniz

Nereye kadar daha gideceksiniz?
Nereye kadar daha giydireceksiniz?
Soruyoruz artık hesap verin herkese
maNga geliyor ma-manNga geliyor

Vur hadi kaç bunun adı kapkaç & satılık değiliz
Vur hadi kaç bunun adı kapkaç & köleniz değiliz
Vur hadi kaç bunun adı kapkaç & satılık değiliz biz bunu böyle biliniz
Faili meçhul olduk hepimiz ve de
Kesildi dilimiz, kesildi sesimiz
Nereye kadar daha neremizi vereceğiz?
Satılık değiliz bunu bildiriniz

Sarmış akbabalar leşlerimizi
Toplayalım artık kendimizi
Nereye kadar daha dinleyeceksiniz?
Satılık değiliz bunu bildiriniz

Kimlere kefil ettiler acaba bizi?
Kimlere sundular kellemizi?
Kimler bekliyor son nefesimizi ya da
Kimlere sattılar acaba bizi?

Soracağız artık hesap verecekler
Buradan ileriye gidemeyecekler
Kapmaya kaçmaya son verecekler
maNga geliyor ma-manNga geliyor

Vur ve kaç bunun adı kapkaç & satılık değiliz
Vur ve kaç bunun adı kapkaç & köleniz değiliz
Vur ve kaç bunun adı kapkaç & satılık değiliz biz bunu böyle biliniz";;maNga - Kapkaç
"Yüksek Sadakat - Sana Aşık Yalnız Ben
Ne olursun bunu benden isteme
Anlamamı anlatmamı bekleme
Aramızda tarifsiz bir durum var
Benim sende emanetim var
Şarkımızı kimselere söyleme

Beklediğim her şey bir bir olmuş
Aşk Tanrısı her dem sarhoşmuş
Ben yanmışım dumanım kalmış
Dinlersen bir arzuhalim var içine çek ama üfleme

Bir şarkı çalsın bizden
Körfez geceyi öperken
Sana âşık yalnız ben
Denen o güzel günlerden

Bir resim kalsın bizden
Siyah beyaz masum gülerken
Mevsimler değişirken değişmeyen bir tek sen
Takvimler dökülürken sana âşık yalnız ben";;Yüksek Sadakat - Sana Aşık Yalnız Ben
"Pinhani - Sana Bir Şey Olursa
Yıllardır değer verdiğim ne kadar insan varsa
Hepsi yoldan çıktılar
Bir sen kaldın en sevdiğim
Sana bir şey olursa öksüz kalır şarkılar

Kötü bir gün geçirdim
Kaybettiklerim fazla
Sana geldim sarıldım
Çünkü kimse kalmadı senden başka

Hadi burdan gidelim
Görecek başka yerler var
Bu şehir doldu taştı
Aklını kaybetmiş insanlar
Yıllardır değer verdiğim ne kadar insan varsa
Hepsi yoldan çıktılar
Bir sen kaldın en sevdiğim
Sana bir şey olursa öksüz kalır şarkılar

Yıllardır değer verdiğim ne kadar insan varsa
Hepsi yoldan çıktılar
Bir sen kaldın en sevdiğim
Sana bir şey olursa öksüz kalır şarkılar

Yollar bizi bekler
Yollar bizi bekler şimdi tam zamanı tam zamanı tam zamanı
Yollar bizi bekler yollar bizi bekler
Hadi al valizin çantanı
Benim artık beklemeye sabrım kalmadı";;Pinhani - Sana Bir Şey Olursa
"Kurban - Sahip
Yaşarken yoktan var edilmiş bir dünyada,
İnanmak mümkün mü ölmek ve yok olmaya?
Çözmeye yetmedi bu sırrı hiçbir zeka
Pes etti akıl, soyundu sonunda o inanç olmaya

Güneş o an battı, gece doğdu
Bir bölündü ve iki oldu

Çözüldü zincir yine, ateşin eli serbest yine
Ve gece her şeye sahip oldu
Kral artık tahtında, seyirciler hazır, başlasın şu kavga

Güneş o an battı, gece doğdu
Bir bölündü ikiye";;Kurban - Sahip
"Şebnem Ferah - Yalnız
Kim bilir neler neler geçti başından
Kimse böyle yalnız olamaz
Anlat birer birer, tut ellerimden
Kimse böyle küskün olamaz
Çizgi çizgi yüzünde
Gölgeli gözlerinde
Ağır sessizliğinde
Neler neler var?
Ne hikayeler var?
Her bahar öncesinde
Kardelene dönüşmeyi
Kopmayı, koparılmayı anlat
Karanlıkla dans etmeyi
Sonra ölmeye yatmayı
Kahpe dünyayı anlat
Titreyen cenende dünya devrilmiş
Kimse böyle üzgün olamaz
Gözlerin dolu dolu, hayatin da öyle
Kimse böyle yorgun olamaz
Hep göz pınarında
Duran o göz yaşında
Akmaya hazırlanan
Neler neler var?
Ne hikayeler var?
Her bahar öncesinde
Kardelene dönüşmeyi
Kopmayı, koparılmayı anlat
Karanlıkla dans etmeyi
Sonra ölmeye yatmayı
Kahpe dünyayı anlat (anlat)
Uzaklara dalıp gitme
Gözlerin de dolmasın
Kimse böyle yalınız olmasın
Her bahar öncesinde
Kardelene dönüşmeyi
Kopmayı, koparılmayı anlat
Karanlıkla dans etmeyi
Sonra ölmeye yatmayı
Kahpe dünyayı anlat (anlat)";;Şebnem Ferah - Yalnız
"Küçük bir ihtimal
Sesinde aramak kendimi
Karlı bir kış günü
Gizlenen güneşi çağırmak
Düşmeden kanıyor dizlerim
Hüzünlü bir çocuk şu kalbim
Rüyalar uykulardan derin
Kaybolur nereye giderim
Düşmeden kanıyor dizlerim
Hüzünlü bir çocuk şu kalbim
Rüyalar uykulardan derin
Kaybolur nereye giderim
Düşmeden kanıyor dizlerim
Hüzünlü bir çocuk şu kalbim
Rüyalar uykulardan derin
Kaybolur nereye giderim
Yanlış hayatlarda
Soluksuz çırpınırken
Bir gün tesadüfen
Kader getirir mi seni bana?
Başka insanlardan
Aynı hatalardan
Bir gün tesadüfen
Kader getirir mi seni bana?";;Küçük bir ihtimal
"Pinhani - Beni Sen İnandır 
Çizdim kendi aklımca
Hayatın resmini
Bi' şey bilmezdim aslında
Karıştırdım tüm renkleri
Hata yaptım tabii
Herkes başka bir şeyden
Kaçırmış kendini
Bazen yaşlı gözlerle
Kabullenmiş gerçekleri
Bazen memnun gibi
Artık çok uzaklaştım
En çok da kendimden
Evden, senden
Göçmen kuşlar gibi
Çok geç kaldığım hâlde
Solmuş resimlerde
Kaç yıl geçmiş
Hâlâ güzel durur
Küçükken çok inanmıştım
Eğer çok istersen
Her şey mümkün
İnanmak zor değil
Hikâyem senle başlardı
Senle devam etsin
Beni seni inandır
Çizdim kendi aklımca
Hayatın resmini
Bi' şey bilmezdim aslında
Karıştırdım tüm renkleri
Hata yaptım tabii
Herkes başka bir şeyden
Kaçırmış kendini
Bazen yaşlı gözlerle
Kabullenmiş gerçekleri
Bazen memnun gibi
Artık çok uzaklaştım
En çok da kendimden
Evden, senden
Göçmen kuşlar gibi
Çok geç kaldığım hâlde
Solmuş resimlerde
Kaç yıl geçmiş
Hâlâ güzel durur
Küçükken çok inanmıştım
Eğer çok istersen
Her şey mümkün
İnanmak zor değil
Hikâyem senle başlardı
Senle devam etsin
Beni seni inandır
Beni sen inandır
Beni sen inandır
Beni sen inandır";;Pinhani - Beni Sen İnandır 
"Kimseyi görmedim ben
Senden daha güzel
Kimseyi tanımadım ben
Senden daha özel
Kimselere de bakmadım
Aklımdan geçen
Kimseyi tanımadım ben
Senden daha güzel
Senden daha güzel
Senden daha güzel
Senden daha güzel
Sana nerden rastladım?
Oldum derbeder
Kendimi sana sakladım
Senden daha güzel
Kimseleri de takmadım
Ölsem değişmem
Kimseyi tanımadım ben
Senden daha güzel
Senden daha güzel
Senden daha güzel
Senden daha güzel
Kimseyi görmedim ben
Senden daha güzel
Kimseyi tanımadım ben
Senden daha özel
Kimselere de bakmadım
Aklımdan geçen
Kimseyi tanımadım ben
Senden daha güzel
Senden daha güzel
Senden daha güzel
Senden daha güzel";;senden daha güzel
