baslik,sarki_sozu
Güvenemem Güvenemem Dünya Sana Güvenemem,"Fani dünya ne istersin
Gün olur sen de bitersin
Fani dünya ne istersin
Gün olur sen de bitersin
 
Bazen dert, bazen kedersin
Güvenemem sana dünya
Güvenemem sana dünya
 
Güvenemem, güvenemem
Dünya sana güvenemem
Sen de ben gibi fanisin
Senin için gam çekemem
Senin için gam çekemem
Sen de ben gibi fanisin
Senin için gam çekemem
Senin için gam çekemem
 
Tez bozmuşsun düzenini
Doyurmadın gözlerini
Çoktan kaybettin kendini
Güvenemem sana dünya
 
Güvenemem, güvenemem
Dünya sana güvenemem
Sen de ben gibi fanisin
Senin için gam çekemem
Senin için gam çekemem
Sen de ben gibi fanisin
Senin için gam çekemem
Senin için gam çekemem
 
Kimine saraylar kurdun
Kâh sakindin, kâh kudurdun
Beni yerden yere vurdun
Güvenemem sana dünya
 
Güvenemem, güvenemem
Dünya sana güvenemem
Sen de ben gibi fanisin
Senin için gam çekemem
 
Boş işleri sevdirirsin
Haram demez yedirirsin
Gençliğimi kemirirsin
Güvenemem sana dünya
 
Güvenemem, güvenemem
Dünya sana güvenemem
Sen de ben gibi fanisin
Senin için gam çekemem
 
Sen bizlere imtihansın
İki kapılı bir hansın
Ölümlü fani dünyasın
Güvenemem sana dünya
 
Güvenemem, güvenemem
Dünya sana güvenemem
Sen de ben gibi fanisin
Senin için gam çekemem"
Tüm Nebiler Geldiler İlahi,"Tüm Nebiler geldiler
Hepsi tasdik ettiler
Sultan Rasulullah diye
Hepsi boyun eğdiler

Evliyalar geldiler 
Payine yüz sürdüler
Hep Sem'ina dediler
Yoluna Rasulullah'ın"
Sevdim Bir Kere,"Deftere kaleme gerek kalmadı
Ben seni kalbime yazdım bir kere
Bu seven yüreğim sana doymadı
Seni ölümüne sevdim bir kere
 
Yandım bir kere yandım bir kere
Aşkın ateşine yandım bir kere
Bu seven yüreğim sana doymadı
Seni ölümüne sevdim bir kere
 
Yaradan adınla süsler cihanı
Seninle tamamlar kalpte imanı
Ne mutlu ki sende huzur bulalım
Seni ölümüne sevdim bir kere
 
Yandım bir kere yandım bir kere
Aşkın ateşine yandım bir kere
Bu seven yüreğim sana doymadı
Seni ölümüne sevdim bir kere
 
Görürsün bu garip eridi gitti
Ateşten gömleğim çöllere gitti
Birazcık güç vardı sonunda bitti
Zerreyi seninle gördüm bir kere
 
Yandım bir kere yandım bir kere
Aşkın ateşine yandım bir kere
Bu seven yüreğim sana doymadı
Seni ölümüne sevdim bir kere"
Gavsım Kapında Bana Da Yer Ver,"Gavsım kapında bana da yer ver
Sancağın altına girdiğim zaman
Ne olur boynumu bükük bırakma
Mahşer günü sana geldiğim zaman
Ne olur boynumu bükük bırakma
Mahşer günü sana geldiğim zaman
 
Çözülür dizimin bağı çözülür
Sultanım ismini duyduğum zaman
Gözyaşlarım sıra sıra dizilir
İsmini ağzıma aldığım zaman
Ezilir bedenim ruhum ezilir
Sultanım ismini duyduğum zaman
 
Sultanım kapında bana da yer ver
Sancağın altına girdiğim zaman
Ne olur boynumu bükük bırakma
Mahşer günü sana geldiğim zaman
Ne olur boynumu bükük bırakma
Mahşer günü sana geldiğim zaman
 
Ya Gavsım kapında bana da yer ver
Sancağın altına girdiğim zaman
Ne olur boynumu bükük bırakma
Mahşer günü sana geldiğim zaman
Ne olur boynumu bükük bırakma
Mahşer günü sana geldiğim zaman
 
Bükülür ellerim dilim tutulur
Yüreğime kızgın hançer sokulur
Kurur dudaklarım nutkum alınır
İsmini ağzıma aldığım zaman
Ciğerlerim parça parça bölünür
Sultanım ismini duyduğum zaman
 
Sultanım kapında bana da yer ver
Sancağın altına girdiğim zaman
Ne olur boynumu bükük bırakma
Mahşer günü sana geldiğim zaman
Ne olur boynumu bükük bırakma
Mahşer günü sana geldiğim zaman
 
Ya Gavsım kapında bana da yer ver
Sancağın altına girdiğim zaman
Ne olur boynumu bükük bırakma
Mahşer günü sana geldiğim zaman
Ne olur boynumu bükük bırakma
Mahşer günü sana geldiğim zaman
 
Ya Gavsım kapında bana da yer ver
Sancağın altına girdiğim zaman
Ne olur boynumu bükük bırakma
Mahşer günü sana geldiğim zaman
Ne olur boynumu bükük bırakma
Mahşer günü sana geldiğim zaman"
Sallallahu Ala Nebi Muhammed,"Bu gönül aşkıyla oldu divane
Ağlayanlar gelsin bizim meydane
Dünya dedikleri boş bir virane
Sevdasına yandık biz Muhammed’in
Sevdasına yandık biz Can Ahmedin biz Muhammed’in

Sallallahu ala Nebi Muhammed
Sallallahu ala Nebi Can Ahmed
Binlerce salatu selam gönderin
Aşkına susadık biz Muhammed’in

Sallallahu ala Nebi Muhammed
Sallallahu ala Nebi Can Ahmed
Binlerce salatu selam gönderin
Aşkına susadık biz Muhammed’in"
Haydi Sultana,"Neden kara kara hep düşünürsün,
Derdim çoktur diye çok üzülürsün,
Sen de bir gün toprak olur çürürsün,
Daha vakit varken haydi Sultana.
Haydi Sultana
 
Aradığın derman onun yanında,
Bülbüller otuyor hep mekanında,
Güller açmış Sultanlar diyarında,
Daha vakit varken haydi Sultana.
Güller açmış Sultanlar diyarında,
Daha vakit varken haydi Sultana.
 
Bu fani dünyadan bir gün göçersin,
Ecel şerbetinden sen de içersin,
Herkes gibi ektiğini biçersin,
Daha vakit varken haydi Sultana.
Haydi Sultana
 
Aradığın derman onun yanında,
Bülbüller otuyor hep mekanında,
Güller açmış Sultanlar diyarında,
Daha vakit varken haydi Sultana.
Güller açmış Sultanlar diyarında,
Daha vakit varken haydi Sultana.
 
Abdulbaki derler candan severler,
Zamanın Gavsıdır ona giderler,
Elinden tutup ta tevbe ederler,
Daha vakit varken haydi Sultana.
Haydi Sultana
 
Aradığın derman onun yanında,
Bülbüller otuyor hep mekanında,
Güller açmış Sultanlar diyarında,
Daha vakit varken haydi Sultana.
Güller açmış Sultanlar diyarında,
Daha vakit varken haydi Sultana.
 
Bir nazarı bedel bütün cihana
Çorbası şifadır içip doyana,
Menzile erenler kavuşur ona,
Daha vakit varken haydi Sultana.
Haydi Sultana
 
Aradığın derman onun yanında,
Bülbüller otuyor hep mekanında,
Güller açmış Sultanlar diyarında,
Daha vakit varken haydi Sultana.
Güller açmış Sultanlar diyarında,
Daha vakit varken haydi Sultana."
Gururlanma İnsanoğlu,"Gururlanma insanoğlu
Ölmemeye çaremi var
Hazen görmüş bir gül gibi
Solmamaya çaren mi var
 
Hayat denen dolap döner
Bütün mahluk olan biner
Yağı biten kandil söner
Sönmemeye çare mi var
 
Hiç aldanma mala mülke
Gitmez isen doğru yola
Tatlı canın Azrail’e
Vermemeye çare mi var
 
Hiç güvenme can dostuna
Uçuşurlar mal kastına
Çıkıp teneşir üstüne
Yatmamaya çare mi var
 
Düşünmezsin hiç ölmeyi
Terk etmezsin hiç gülmeyi
Yakası yok ak gömleği
Giymemeye çare mi var
 
Nerde ecdad nerde ata
Hak'ka karşı yapma hata
Taput denen ağaç ata
Binmemeye çaremi var
 
Daim yürür Hak izinde
Hak'kı söyler her sözünde
Dört kişinin omzunda
Gitmemeye çare mi var
 
Kalkacaktır gözden perde
Göreceksin yarin, nerde
Ev kazılmış kara yerde
Yatmamaya çare mi var
 
Münker nekir gelecektir
Rabbin kimdir diyecektir
Mümin cevap verecektir
Vermemeye çare mi var"
Derman Arardım Derdime Derdim Bana Derman İmiş,"Huuu aslına huuu
Neline huuu
Selam olsun erenlere
Selam olsun yarenlere
 
Derman arardım derdime
Derdim bana derman imiş
Burhan sorardım aslıma
Aslım bana burhan imiş
Burhan sorardım aslıma
Aslım bana burhan imiş
 
Sağ u solu gözler idim
Dost yüzünü görsem deyu
Ben taşrada arar iken
Ol can içinde can imiş
Ben taşrada arar iken
Ol can içinde can imiş
 
Savm u salat u hacc ile
Sanma biter zahid işin
İnsanı kamil olmağa
Lazım olan irfan imiş
İnsanı kamil olmağa
Lazım olan irfan imiş
 
İşit Niyazi’nin sözün
Bir nesne örtmez hak yüzün
Haktan ayan bir nesne yok
Gözsüzlere pinhan imiş
Hay hay
 
Haktan ayan bir nesne yok
Gözsüzlere pinhan imiş
 
Haktan ayan bir nesne yok
Gözsüzlere pinhan imiş
Hay hay
 
Haktan ayan bir nesne yok
Gözsüzlere pinhan imiş"
Canda Da Cananımız Var,"Canda da cananımız var
Aşka da yananımız var
Canda da cananımız var
Aşka da yananımız var

Şeyhim Abdulbaki’ye
Bir sofi olanımız var
Şeyhim Abdulbaki’ye
Bir sofi olanımız var

Sultanım kurbanım
Sultanım kurbanım
Tarikatına hayranım
Hak yollarına kurbanım
Tarikatına hayranım
Hak yollarına kurbanım "
Ötme Bülbül Ötme Bülbül,"İsmi sübhan virdin mi var?
Bahçelerden yurdun mu var
İsmi sübhan virdin mi var?
Bahçelerden yurdun mu var
 
Bencileyin derdin mi var?
Garib garib ötme bülbül.
Bencileyin derdin mi var?
Garib garib ötme bülbül.
 
Ötme bülbül ötme bülbül
Derdi derde katma bülbül
Benim derdim bana yeter
Bir dert de sen katma bülbül
Benim derdim bana yeter
Bir dert de sen katma bülbül
 
Bilirim aşıksın güle
Gülün halinden kim bile
Bilirim aşıksın güle
Gülün halinden kim bile
 
Bahçedeki gonca güle
Dalaşıp söz atma bülbül
Bahçedeki gonca güle
Dalaşıp söz atma bülbül
 
Ötme bülbül ötme bülbül
Derdi derde katma bülbül
Benim derdim bana yeter
Bir dert de sen katma bülbül
Benim derdim bana yeter
Bir dert de sen katma bülbül
 
Yunus cemalin pak derken
Cihanda mislin yok derken
Yunus cemalin pak derken
Cihanda mislin yok derken
 
Seher vakti ya Hak derken
Bizi de unutma bülbül
Seher vakti ya Hak derken
Bizi de unutma bülbül
 
Ötme bülbül ötme bülbül
Derdi derde katma bülbül
Benim derdim bana yeter
Bir dert de sen katma bülbül
Benim derdim bana yeter
Bir dert de sen katma bülbül"
Ali Almış Sancağını Eline,"Ali almış sancağını eline
Koşturarak gider mahşer yerine
Hasan ile Hüseyini almış yanına

Ah ümmetim der de ağlar Muhammed
Ah ümmetim der de ağlar Muhammed

Cehennem kükreyip kalktığı zaman
Ateşi aleme saçtığı zaman
Anası kızından kaçtığı zaman

Ah ümmetim der de ağlar Muhammed
Ah ümmetim der de ağlar Muhammed"
Ey Güzellerden Güzel Ruhum,"Ey güzellerden güzel ruhum
Resuli Kibriya
Ey güzellerden güzel ruhum
Resuli Kibriya
 
Hasta gönlüme nazar kıl
Kalbime sensin deva
Hasta gönlüme nazar kıl
Kalbime sensin deva
 
Derdime derman olan
Ancak cemalin nurudur
Derdime derman olan
Ancak cemalin nurudur
 
İsmini anmakla daim
Her gönül bulur safa
İsmini anmakla daim
Her gönül bulur safa
 
Cümle alem halkı
Muhtaçtır senin ihsanına
Cümle alem halkı
Muhtaçtır senin ihsanına
 
Severi alem efendim
Menbai cudü seha
Severi alem efendim
Menbai cudü seha
 
Hazreti Zehra’ya bahşet
Taci’yi mahşer günü
Hazreti Zehra’ya bahşet
Taci’yi mahşer günü
 
Ahmedü Mahmud Ebel Kasım
Muhammed Mustafa
Ahmedü Mahmud Ebel Kasım
Muhammed Mustafa"
Gelin Ey Aşıklar Gelin Hu Mevlam Hu,"Gelin ey aşıklar gelin hu Mevlam hu hu
Bu menzil uzağa benzer hu Mevlam hu hu

Nazar kıldım şu dünyaya hu Mevlam hu hu
Kurulmuş tuzağa benzer hu Mevlam hu hu

Nice yüz bin günah ettim hu Mevlam hu hu
Her biri bir dağa benzer hu Mevlam hu hu

Günahım çok yüzüm kara hu Mevlam hu hu
Eller yüzü ağa benzer hu Mevlam hu hu

Aklın var diye söyler tabipler
Lokman Hekim gibi bilsen ne fayda
Nice alim olsa baban kardeşin
İmanın olmazsa senin yoldaşın
Allah yoluna koymaz isen başın
Dört kitabını yutmuş olsan ne fayda
Gel zikreyle kardeşim çıkma tevhit yolundan
Allah’ın ismini bırakma dilinden
Kim kurtulmuş Azrail’in elinden
Bütün dünya senin olsa ne fayda"
Seni Şöyle Candan Yar Sevemedim Yanarım,"Seni şöyle candan yar
Sevemedim yanarım.
Sana bir çift sözüm var
Diyemedim yanarım.
Sana bir çift sözüm var
Diyemedim yanarım.

Binmişsin aşk atına
Koşarsın yar katına
Düşüp senin ardına
Gelemedim yanarım.

Binmişsin aşk atına
Koşarsın yar katına
Düşüp senin ardına
Gelemedim yanarım."
Bir Gün Olur Perdeyi Yar Kaldırır,"Bir gün olur perdeyi yar kaldırır,
Seyri Cemal ile seni güldürür.
Bir gün olur nazlı nezaket yapar,
Bir gün olur cam-ı meyi doldurur.
Bir gün olur kahr-u sitem cevr eder,
Bir gün olur yar hareme aldırır.
Bir gün olur katline ferman eder,
Bir gün olur La’li ile kandırır.
Bir gün olur darb ile uryan eder,
Bir gün olur buseden usandırır yandırır..
Bir gün olur kuyine koymaz seni,
Bir gün olur naz ile uyandırır
Bir gün olur dare çeker bend eder,
Bir gün olur lütfuna dayandırır.
Bir gün olur serzeniş eyler sana,
Bir gün olur buyine boyandırır.
Bir gün olur cahe atar Lutfi’yi
Sonra Mısır Şahlığına aldırır…"
Hasret Kaldım Medine’ye,"Hasret kaldım Medine’ye bu yıl olmazsa seneye
Hasret kaldım Medine’ye bu yıl olmazsa seneye
Her dakika her saniye tüter gözümde Medine
Her dakika her saniye tüter gözümde Medine
 
Ah Medine can Medine dermansın gönül derdine
Ah Medine can Medine dermansın gönül derdine
Nur Muhammed Mustafa’yı yar etmişsin kendine
Nur Muhammed Mustafa’yı yar etmişsin kendine
 
Bu hasret bitirir beni, yakar kül eder bedeni
Bu hasret bitirir beni, yakar kül eder bedeni
Olsam gülünün dikeni tüter gözümde Medine
Olsam gülünün dikeni tüter gözümde Medine
 
Ah Medine can Medine dermansın gönül derdine
Ah Medine can Medine dermansın gönül derdine
Nur Muhammed Mustafa’yı yar etmişsin kendine
Nur Muhammed Mustafa’yı yar etmişsin kendine
 
Nur Muhammed Mustafa orda Medine çok uzaklarda
Nur Muhammed Mustafa orda Medine çok uzaklarda
Seherlerde, şafaklarda tüter gözümde Medine
Seherlerde, şafaklarda tüter gözümde Medine
 
Ah Medine can Medine dermansın gönül derdine
Ah Medine can Medine dermansın gönül derdine
Nur Muhammed Mustafa’yı yar etmişsin kendine
Nur Muhammed Mustafa’yı yar etmişsin kendine
 
Eriyorum yane yane aşkından oldum divane
Eriyorum yane yane aşkından oldum divane
Tespihimde tane tane tüter gözümde Medine
Tespihimde tane tane tüter gözümde Medine
 
Ah Medine can Medine dermansın gönül derdine
Ah Medine can Medine dermansın gönül derdine
Nur Muhammed Mustafa’yı yar etmişsin kendine
Nur Muhammed Mustafa’yı yar etmişsin kendine
 
Ey aşıklar siz de gelin, bu nurlu yolda yükselin
Ey aşıklar siz de gelin, bu nurlu yolda yükselin
Kızgın çölde serin serin tüter gözümde Medine
Kızgın çölde serin serin tüter gözümde Medine
 
Ah Medine can Medine dermansın gönül derdine
Ah Medine can Medine dermansın gönül derdine
Nur Muhammed Mustafa’yı yar etmişsin kendine
Nur Muhammed Mustafa’yı yar etmişsin kendine"
Seferim Var Medine'yi,"Gidiyorum O Resul’e,
Canlar canı gonca güle,
Tez haber salın bülbüle,
Seferim var Medine’ye.
Tez haber salın bülbüle,
Seferim var Medine’ye.

Gelin canlar siz de gelin,
Bu nurlu yolda yükselin,
Bu kervan gönül kervanı,
Ordadır canların canı.
Bu kervan gönül kervanı,
Ordadır canların canı.
Ordadır canların canı.

Görünüyor Yeşil Kubbe,
Selam olsun O Habib’e,
Hele bakın şu nasibe,
Seferim var Medine’ye.
Hele bakın şu nasibe,
Seferim var Medine’ye."
Esmaül Hüsna,"Allah Allah
Allah Allah
Allah Allah Ya Allah
Hu Allahüllezi la ilahe illa hu
er-Rahman Ya Allah
er-Rahim Ya Allah
el-Melik Ya Allah
el-Kuddus Ya Allah
es-Selam Ya Allah
el-Mü""min Ya Allah
el-Müheymin Ya Allah
el-Aziz Ya Allah
el-Cebbar Ya Allah
el-Mütekebbir Ya Allah
el-Halık Ya Allah
el-Bari"" Ya Allah
Allah Allah Allah Allah
er-Rahman Ya Allah
er-Rahim Ya Allah
el-Melik Ya Allah
el-Kuddus Ya Allah
es-Selam Ya Allah
el-Mü""min Ya Allah
el-Müheymin Ya Allah
el-Aziz Ya Allah
el-Cebbar Ya Allah
el-Mütekebbir Ya Allah
el-Halık Ya Allah
el-Bari"" Ya Allah
Allah Allah Allah Allah
el-Musavvir ül-Gaffarül-Kahharül-Vehhabür-Rezzak
el-Fettahül-Alimül-Kabıdül-Basıtül-Hafıdür-Rafi
el-Muizül-Müzillüs-Semi""ul-Basir
el-Hakemül-Adlül-Latifül-Habirül-Halim
el-Azim Ya Allah
el Gafur Ya Allah
eş-Şekur Ya Allah
el-Aliyy Ya Allah
el-Kebir Ya Allah
el-Hafiz Ya Allah
el-Mukit Ya Allah
Allah Allah Allah Allah
el-Azim Ya Allah
el Gafur Ya Allah
eş-Şekur Ya Allah
el-Aliyy Ya Allah
el-Kebir Ya Allah
el-Hafiz Ya Allah
el-Mukit Ya Allah
Allah Allah Allah Allah
el-Hasibül-Celilül-Kerimür-Rakibül-Mücib
el-Vasi""ul-Hakimül-Vedud
el-Mecidül-Baisüş-Şehid
el-Hakkul-Vekilül-Kaviyyül-Metinül-Veliyyül-Hamid
el-Muhsil-Mübdi
el-Muidül-Muhyi
el-Mümitül-Hayy
el Hayyül-Kayyum
el Hayyül-Kayyum
el Hayyül-Kayyum
el-Vacid Ya Allah
el-Macid Ya Allah
el-Vahid Ya Allah
es-Samed Ya Allah
el-Kadir Ya Allah
el-Muktedir Ya Allah
el-Mukaddim Ya Allah
el-Muahhirül-Evvelül-Ahirüz-Zahir
el-Mütealiül-Berrut-Tevvabül-Müntakimül-Afüvvül-Batın
el-Vali
er-Rauf
Malikü""l-Mülk
Zü""l-Celali ve""l-İkram
el-Muksitül-Cami""ul-Ganiyyül-Muğni
el-Mani"" Ya Allah
ed-Darr Ya Allah
en-Nafi"" Ya Allah
en-Nur Ya Allah
el-Hadi Ya Allah
el-Bedi""u Ya Allah
el-Baki Ya Allah
el-Varis Ya Allah
er-Reşid Ya Allah
es-Sabur celle celaluh
celle celaluh celle celaluh celle celaluh celle celaluh celle celaluh celle celaluh celle celaluh celle celaluh celle celaluh celle celaluh celle celaluh celle celaluh celle celaluh celle celaluh"
Canım Medinem Medinem,"Her görüşte bir hal olur,
Gönül sende huzur bulur
Hayalinle yanar durur,
Canım Medinem, Medinem
 
Medine güzel Medine,
Can dayanmaz hasretine
Deli gönlüm çıktı yine,
Sevdalanır cümlesine
 
Hazanım güllere döndüm,
Yanarım küllere döndüm
Aşkından mecnuna döndüm,
Canım Medinem, Medinem
 
Medine güzel Medine,
Can dayanmaz hasretine
Deli gönlüm çıktı yine,
Sevdalanır cümlesine
 
Resulullaha giden yoldur,
Gidene hikmeti boldur
Severim hasreti zordur,
Canım Medinem, Medinem
 
Medine güzel Medine,
Can dayanmaz hasretine
Deli gönlüm çıktı yine,
Sevdalanır cümlesine
 
Seni candan seviyorum,
Yollarına yürüyorum
Haktan seni diliyorum,
Canım Medinem, Medinem
 
Medine güzel Medine,
Can dayanmaz hasretine
Deli gönlüm çıktı yine,
Sevdalanır cümlesine
 
Medine güzel Medine,
Can dayanmaz hasretine
Deli gönlüm çıktı yine,
Sevdalanır cümlesine
 
Medine güzel Medine,
Can dayanmaz hasretine
Deli gönlüm çıktı yine,
Sevdalanır cümlesine"
Aşk Muhabbet Yolu Bu Yol,"Sevdalılar dolu bu yol
Aşk muhabbet yolu bu yol
Girdim nakşi dergahına
Nur Muhammed yolu bu yol

Canlar canı nurdan Ahmed
Sensin alemlere Rahmet
Habibimsin Ya Muhammed
Meded eyle bize meded
 
Hepsi birer gül misali
Arı ile bal misali
Coşkun akan sel misali
Nakşibendi dervişleri

Zamanı bir fırsat bilir
Ömrünü hak yola verir
Boş şeylerden yüz çevirir
Nakşibendi dervişleri

Seherlerde zikrederler
Hakk'a doğru yol giderler
Masivayı terk ederler
Nakşibendi dervişleri

Bu dünyanın çilesine
Aldanmaz hiç hilesine
Uçar gider Mevlasına
Nakşibendi dervişleri"
Benim Adım Dertli Dolap,"Benim adım dertli dolap
Suyum akar yalap yalap
Böyle emreylemiş çalap
Derdim vardır inilerim.
 
Beni bir dağda buldular
Kolum kanadım kırdılar
Dolaba lâyık gördüler
Anın için inilerim.
 
Ben bir dağın ağacıyam
Ne tatlıyam ne acıyam
Ben mevlâya duacıyam
Anın için inilerim.
 
Âşık Yunus eder âhı
Gözyaşı siler günahı
Hakka âşıkam billahi
Anın için inilerim."
Yar Senin Köyüne Yolu Varmazsa,"Yar Senin köyüne yolu varmazsa
Suyunu sel edip dağlar ağlasın
Sana sunulacak gülü sarmazsa
Bülbülü yas tutup bağlar ağlasın

Yar Senin köyüne yolu varmazsa
Suyunu sel edip dağlar ağlasın
Sana sunulacak gülü sarmazsa
Bülbülü yas tutup bağlar ağlasın

Aleme can oldun feyzi Rahmetten
Güzelliğin yansır nuri Ahmetten
Yüzünü görünce ahir ümmetten
Secdeye kapanıp kullar ağlasın"
Bize Nasip Eyle Ya Rab,"Efendime canım feda
Diyemem ki ona veda
Efendime canım feda
Diyemem ki ona veda

Kavuşmayı sen bir daha
Bize nasip eyle ya Rab
Kavuşmayı sen bir daha
Bize nasip eyle ya Rab

Eyle ya Rab eyle ya Rab
Bize nasip eyle ya Rab
Eyle ya Rab eyle ya Rab
Bize nasip eyle ya Rab"
Bırakma Sen Bizi Ya Resulullah,"Günler geceler geçti yar sensiz
Sevdim seni candan şeksiz süphesiz
Dertli gönlüm yanar her daim sensiz
Bırakma sen bizi ya Resulallah
Bırakma sen bizi ya Resulallah

Allah Allah Allah ya Rasulallah
Allah Allah Allah ya Habiballah
Allah Allah Allah ya Nebiallah
Bırakma sen bizi ya Resulallah

Allah Allah Allah ya Rasulallah
Allah Allah Allah ya Habiballah
Allah Allah Allah ya Nebiallah
Bırakma sen bizi ya Resulallah"
Bir Mübarek Cuma Günü,"Manevi lezzete erdim
Bir mübarek cuma günü
Günahları sele verdim
Bir mübarek cuma günü

Manevi lezzete erdim
Bir mübarek cuma günü
Günahları sele verdim
Bir mübarek cuma günü

Koluma kanat bürüdüm
Karınca ile yürüdüm
Nefsi yılanla sürüdüm
Bir mübarek cuma günü
Nefsi yılanla sürüdüm
Bir mübarek cuma günü"
