id,baslik,sarki_sozu,sarki_turu
1186,Anıl Piyancı & DJ Artz - Kara Para,"mc mikrofon başında kazar mezar
doğrusunu bilmiyosan olamazsın tezat
kafasına dalı takan oluyorsa sezar
mahallenin kalecisi gelip diker degaj
olurum deşarj sizin içinizse fesat
görüyorum işleriniz kesat
babansa sana hala soruyor bak hesap
rapi beceremedin gelip benimle at
i̇nan farketmez takım burda affetmez
anıl topla dans et bakalım
rapçi drum seti tanır
kafayı sallarsa şarkıyı pause etme
dilimi bilmiyosan işin google translatee kalır
alt yapıda efe rambo
ekibimse rapçilerden oluşan bando
köküne oluruz hip hopa fan boy
kaybol kadroyla thai box var
gelirim
puff daddyim new yorkta dengeleri sarsan
dik duralım puyol gel defansa
rapim nazi kampında gibidir serseri dazlak
felsefemi çalma ters teperiz ahmak
gün sertleşirdi şartlar
i̇nanki yoktu sentetik tavra
mahallemin köpekleri geçince havlar
kara para bul bul
kara para bul bul
kara para bul bul
para kara bul bul
para para
kara para bul bul
kafamda cap elimde mic altımda siyah bi cadillac
dope şekilde girilcek tracke style teknik
def2easy mr perfect varsa çay çekirdek
kafa kafaya toslarız patlamazsa airbag
dünya dediğin bataklık pislikleri saklamakta
aradığın yetimin hakkı i̇sviçrede bankalarda
aynı bokun peşinde para şan şöhret
atma lazım olur satamadığın böbrek
ticaret bi hastalık hastalık bi ticaret
verdilerse yutmadık atmadık bilader
çocuğu bul yetiştir doldur tut eline silahı ver
paran varsa sorun kurşun biterse bi daa gel
dokunma kirlenirsin kara para
yalın ayakla koştururlar yabba dabba doo doo
sana kalan dünyanın orta parmağının ucu
ederler sakladığın umudu
kara para bul bul
kara para bul bul
kara para bul bul
para kara bul bul
para para
kara para bul bul
üzülme geçmiyor açlık alış dedirttiler
yüzün yerle buluştu an arkanda belirdiler
bizim gibiler delirdiler düşünmekten
bozuk paralarınla konuş evren içine küçülmekte
mevzu kara para fırsat kalmaz aramana
i̇lk insandan ayıktın duruma çizmiş mağaralara
fenalara girmişsen alıştın
hava veda et bye bye
zulanı tara banka çalış budur sok dediğin an
fakir tecrübenle zenginlere etmedin
biriktir faiz beklerken mutlu ol çek paranı
krediyle borçlan ev hayali kur bok yedin
ekmek evlilik suntadan mobilya
50 lira zam aldın eve gel komiklik yap
mutluluğunu demli çayla evde kutla
banka kıçına koymuş imzaladığın satırla
kara para bul bul
kara para bul bul
kara para bul bul
para kara bul bul
para para
kara para bul bul
anımsa yıllar yılı beklemedin
nefeste derdin dert eklemedin
demedin çare para meslek edinmek
varsa hayatın onu gömdün elinle
arada kaygılanıp yarını düşündükçe sustun
yalnızlaştın gün göründükçe mutsuz
sistem istedi böyleymiş dedin
düşün aklın çelimsiz yoksul
sorun bende vurun
dünya benim yurdum sınırlar
i̇nan kaçırdığın hata var
sana ezberletilen hayatı yanılman
kara para ye kan petrol
insan öldürmeyin reklam
kara para ye şaka saydın
yaşasaydın
kara para bul bul
kara para bul bul
kara para bul bul
para kara bul bul
para para
kara para bul bul
",rap
1187,Ceza & Killa Hakan - Alles Tamam,"yıkılmaz sallanır duvarlar
durun bi bizde binek rap zamanı şimdik
geçmişte acılar yatıyor takip eden bilir
hayat paspal harbi işkence
el yumruğunu yemeyen yumruğunu balyoz sanıp piyasaya bakıyor
üşütmeler ölmeyi bayılmak sanıyor
zaman geçer anlamazsın olur derdin
birdaha dönüp başlamak neler verirdin
yaşanacak şeyler var kulak vermesini bi öğrenin
oturup kalkmasından belli olurmuş derler güngörenin
i̇stanbul berlin hattı bak yıkılmaz
berlin istanbul hattı varya inanılmaz hava
yere hava atma bize koçum bak tayfa
tayfa damardan ayılamazsın şamardan
harbi ghetto kollarımda tattoo
sido ceza killa alpagun harbi ghetto
dur git bi al kal yapamazsın
bırak kalsın düşman yolunu bulamasın
bize bak bizi gör bizi bil tadacaksın
alacaksın sözlerine kendin mezar kazacaksın killa
gerçekler kor çıkamazsın
tepininiz zemindesiniz hepiniz kaybolup giden nesil
esir evindesiniz eseriz ekip rüzgarın sesinizide keseriz
hayvana benzemek kürk giymene
yolların kapandı gördüm elinde teleskop
böldüm ekmek elimle
verirsen elinle
gelirmiş seninle
gelgit var gel delirme
paran hastanede rehin kapıdasın
nasılsın soran var hayattasın
bilen varsa anlatsın gördüğüm aynı tablo
i̇nsanlık bitmiş yerde adresse guantanamo
yaşamda aynı sahneler gerçek sahte
dost kahpeler yıllık kahvelerde
kalmamış hatır biçareler gider kalır
fareler bataklıktayken buldu çareler
parayla saygı alınmaz
saygı parayla satılmaz
yaran parayla kapanmaz
dolan dur aynı yerde
adam senin saygı dediğin damardan
ceza sido alpa gun killa hakan
",rap
1188,Khontkar - Doymaz Hiç,"gözüm doymaz
açtım öncesi
ruhum doymaz
öldü kişi
kalanlar bilir yea
yıkılamam
görenler bilir
yaşadık hepsini
serilmez öne tepsi
ava çık vakti
yaşıyoz taktik
paralar taksit
hepsine geçir lastik
boynuna geçir büyük
değişiyo hayat git gide
dönüşü hiçte
zoruna gidiyo
paralar bizde büyüyo
dengim hiçte yaramaz itler
nefretini öteye gönder
bilekler freezed yeah ısınmaz yeah
stilist yeah tak takıştır git yeah
hatununu tutamıyo
şartlar değişti
estiği yöne rüzgârın sesini dinle
köşeler bizimle para akar
gözüm doymaz
açtım öncesi
ruhum doymaz
öldü kişi
kalanlar bilir yea
yıkılamam
görenler bilir
yaşadık hepsini
serilmez öne tepsi ava çık vakti
yaşıyoz taktik
paralar taksit
hepsine geçir lastik
boynuna geçir büyük
değişiyo hayat git gide
dönüşü hiçte
riske attım şeyi bingo
kaybedecek neyim vardı bilmiyon
aklıma gelmeyen zir zop
başıma tırmandım dostum
sonuna burda benle kalana
kaldır kadeh havaya
dostlarım var yatan bi ton ceza hala
sokaklar sorar hesap dilerse ee
9luk tabancam belimde ee
adresi soranlara verin öylece ee
mermiden kaçan göremedi
uyursun
gözüm doymaz
açtım öncesi
ruhum doymaz
öldü kişi
kalanlar bilir yea
yıkılamam
görenler bilir
yaşadık hepsini
serilmez öne tepsi
ava çık vakti
yaşıyoz taktik
paralar taksit
hepsine geçir lastik
boynuna geçir büyük
değişiyo hayat git gide
dönüşü hiçte
",rap
1189,Mert Şenel - Aşk Oyunu,"aşk oyunu
cümleler bak kurulu
aşk oyunu
sahte sevişmelerden sorulur
aşk oyunu hissetmeden
koynunu aşk oyunu
patlak fren arabamda vites
sensizken olamıyorum ereksiyon
geceler üzerime yapışıyor depresyon
düşünürsem kafamı dağıtmak olur yol
zorlama beni hayatıma veremem
bırak olanları bana güven gidelim elimi tut
ölene içimde yaşamaz umut
alır hepimizi gün içine tabut
sigara bira acılı tavuk
gülüyorum anlayamaz acımı lavuk
ateş ediyorsun oluyorum barut
al içimdeki bütün demirleri pamuk yap
simetrimiz bozuk manzaramız yamuk
üstü forma takunya
aşk oyunu
cümleler bak kurulu
aşk oyunu
sahte sevişmelerden sorulur
aşk oyunu hissetmeden
koynunu aşk oyunu
elleri mahpustu gözleri kelepçe
bakışları bütün günahlarımı edecek
öylece susup dursan oluşur lehçe
cigaran olayım çek beni nefeste
dönüyor başım evin yolunu bulmaksa

bırak olanları bana güven
gidelim elimi tut
değerli günlerinde yüzünü somurt
dostum dediklerin oluyor konuk
pahalı arabalar yeşil köyde konut
şaraplar kadınlar gelir bakiyenin sonu

yalanlarınıza doyacak gözüm
gidip hayallerin sende borçlan
deme dont cha
binip mutlu olsun porschea
aşk oyunu
cümleler bak kurulu
aşk oyunu
sahte sevişmelerden sorulur
aşk oyunu hissetmeden
koynunu aşk oyunu
",rap
1190,Lil Zey - Piç Ettim,"i̇ç çektim
sesim radyoda lafım ortaya duycan ordan
piç ettim bizi
gider ağrıma ver bi şans nolcak
tabanca gibiyim içi dolu
havada kaparım versen umut
ardına bakmadın çıkmaz huy
anladım gözünde ederim buymuş
şey kanasa yamalanmaz
bi parçan içimde kaldı ukte
biliyom yerde bulur şarkılar seni
kafanda çalcak davul
alamam zamanı bi geriye
yanımda olamıycaksan eee
milyonlar olsa anlamı
milyonlar olsa anlamı
aynı gökyüzüne bakıyoz
bana
i̇ç çektim sesim radyoda lafım ortaya duycan ordan
piç ettim bizi gider ağrıma ver bi şans nolcak
tabanca gibiyim içi dolu
havada kaparım versen umut
ardına bakmadın çıkmaz huy
anladım gözünde ederim buymuş
sevinme etmedim
i̇çimde yanar ateş
körükler nefes
anla vites
bulucam olmadan
koysalar altın kafese
sürtüğün sesini kes
geliyom nerde adres
arıyom telefon başında bekliyom dinle heves
kapına dayancam gecenin köründe derse desin millet
umrumda beklerim açmanı yeter affet
numara yapma inadı bırakıp dön bana bitmedi şey
",rap
1191,Killa Hakan & Ceza - Killa,"yaşam şartları bunu isterim
sabır kerim koçum derim
gözlerim ıslanmaz benim hard coreum damardan
ayılamazsın şamardan bak rapler damardan
geride sattı makina çıkar katına
iyide buraya ineğim taa ananın çatına
bak gözler kanlı etraf sis dumanlı
kimdir bunu dokuyan killa babadır okuyan
bak rapler core sor hector
bak rapler tektir aynı zector
sor yor core yep sor
kızma bana şefim peşimde inspector
bakın takın kaptan çıkmayın
bol bol suluyorsun abartmadan sönsün
solmasın biricik bitanem bahçemdeki gülüm
anlama beni benim kargadır bülbülüm
killa geldi
killa başa bela
killa bastır vazgeçilmez azdır killa tarih yazdır
killa geldi
killa başa bela
killa bastır vazgeçilmez azdır killa tarih yazdır
şılın şlak killa beat eder dum dum
killa killa dumm dumm şilin şlak zum zum
bizde fikir rapim bom bom
kombi lodos like teknik alayınız zombi
36 sayfa tayfa tafya
alayımız rafya kreuzberk city mafya
gelin dağılın votka makarni
zakati gözümün önünde vur fatih
elim azım kanlı balık bedeni
gözüme bakar
bom bom karşımda durma pom kom
bom bom düşünce ses çıkar bom bom
killaa geldi killa geldi
kopyacıları kalbinden deldi
üzerinizden geçek hiphop suyundan içen genç kalır
tayfa bizim dumancıklarda tütün
killa geldi
killa başa bela
killa bastır vazgeçilmez azdır killa tarih yazdır
killa geldi
killa başa bela
killa bastır vazgeçilmez azdır killa tarih yazdır
killa killa
killa adı takmaz göz yaşına bakmaz
bekler uyu yom sansın kekler
sıra sıkma inceden gelsin çıralar
size gelir killalar yıkılır duvar killalar
burdayım uyur bunu herkese duyur
gelin i̇skender söyle killa şiddetli
zaman gülde diken
ciğerlerin elimde
as kurt sken
hemde
pekte kor kor bil bak
dondurmaya uzandı dilin
gönlün olsun bak raple dolsun
tıpa tıp kafanı yorma yakarıp
zıplatıp zıplatıp zıplat bam bam
yam yam kemiğine ham ham
ham ham yaparım yaparım
kafama gider bildiğim yola saparım
killa geldi
killa başa bela
killa bastır vazgeçilmez azdır killa tarih yazdır
",rap
1192,Ezhel - Ben,"atlatırdık derdi fark eder
tatiller gördük senle düğünler cenazeler
omzunda tohumdu aşk ıslattıkça büyüttük
zamanla soyuldu ağaç kıskançlıklar çürüttü
gülüşmemiz özgürlüktü sevişmemiz ibadet
değiştiririz sandık değişmedik inan
kavgalarımız boştu inatla et idare
desem olmaz bi eder biçare
kendime diyorum yoluna bak dolu kafam
i̇tiyo beni sorulara
sevgimiz yolu kapar
halde yorulamam
kalbim sorun yapar
i̇htiyaç duyarım korumana
i̇htiyaç duyarım kokuna hala
atıp dursan boku bana
gittiğin sabahın gecesi diledin özür sarılıp uyuduk
göremem kazılı kuyuyu başa dert olan azılı huyunu
bilirim sanardım bilirim değilsin bi duygusuzum
uykusuzum düşünmekten mutlu musun
sana bana kızsan
şarkılar söylemiştik
nolur dur anla
istemiştin kaldın uzakta
doğal hırslanmam
direnmişken hayata ısrarla
nolur uzaklaş
kafamdan çık git üflediğim bi dumanla
ızdırabın aşkını seveyim
bbben ızdırabın aşkıaşkını seveyim
ızdırabın aşkını seveyim
bbben ızdırabın aşkıaşkını seveyim
ızdırabın ızdıızdıızdırabın
bbben ızdırabın aşkıaşkını seveyim
ızdırabın aşkını seveyim
bbben ızdırabın aşkıaşkını seveyim
sevgilinle olacak mısınız
kızacak mısın ona çalıştığı bi iş
oldun bi duygusuzun hissizin
haykırcak mısın onunla sevişirken ismini
söyledin ona onu sevdiğini
ona onu sevdiğini zannetme sana boyun eydiğimi
güçlüyüm bozcan keyfimi
ikimiz biliyoz la boku yediğini
you might also like
sana bana kızsan
şarkılar söylemiştik
nolur dur anla
istemiştin kaldın uzakta
doğal hırslanmam
direnmişken hayata ısrarla
nolur uzaklaş
kafamdan çık git üflediğim bi dumanla
",rap
1193,Kamufle - Uzun Bir Yol,"talaş toz toprak yer
yakınlaş dünyama basit dersen
an bi salgın devasız kalırsın kendine bi düzen kur sersem
zaman korkak eller nasırlı karar ortak erdem
bi mücadele şahsım kastım tamamlar meşakatli testler
sebebse sebeblenen nedersen senden faydalı
bi birim hiphop sebeplenenlerse büyük hazla buna katlanır
saklanmanın bi anlamı başlandıcından anlaşılır
kedi köpek oyunu suç anlamsız arkadaşlarının
gıcırdar anlayışın kime yaslanmış arka saflarınız
bana edilirken bayrak olur allahsızlaşmayınız
şartlar yakınsa başlarımı etti bak haykırışım
boşa kürek çekmekle eş değer katlanmak başkalaşım
bi yol bi yol kader
elinde kalanları ver
bi yol bi yol kader
elinde kalanları ver
bi yol bi yol kader
elinde kalanları ver
bi yol bi yol kader
elinde kalanları ver
bi yol bi yol kader
elinde kalanları ver elinde kalanları ver
samiyiyet kaybolur kaydolur şey zihninde mahvolur
kahrolup çıkmaza girdiğin an an masumiyetin yar olur yar olur
bak koçum hak yolu zar tutup olmaz
al kolunda senin hakkın diyen olmaz inan
hayatını hürmet et yürü kulum
akıllarda kibir yükselme ego haz var
paralanmak lüks yaşam sınırsızca ikram
i̇hmal edilen kendin olma dürtüsüne ikaz
kredi olarak sana sunulmuş olan dost dediğiniz insan
dikdatör kral
işi kollarım kesilse inan bırakmam
kabul gördüm alın yazıma güvencim
başıma talih kuşu olur davadan dönersem cenazeme katılma
al capone ruhum jim carreyden alıntı
silver suitsda mönü yaşam savaşım kasıtlı
zaman eddie murphynin yapmacıklığını almıştım
olduğum evlat bütün asılsız
bi yol bi yol kader
elinde kalanları ver
bi yol bi yol kader
elinde kalanları ver
bi yol bi yol kader
elinde kalanları ver
bi yol bi yol kader
elinde kalanları ver
bi yol bi yol kader
elinde kalanları ver elinde kalanları ver
",rap
1194,Yener Çevik - Kadro,"gündüzüm karışır geceme
benim mesele gideriz ecele
deli misin kafan uzay olsa ayakların sendelemesin
aldığın oksijen olur dertlere besin
kaynağı sorgulama yat yoluna koyduğuna bak
olduğuna tap
nefesi gerektikçe çekmelisin soğduğun an fuck
duruma bak doğruluğuna aklı
gram yetmeyen insanlardan
sıkıldım hayatımdaki simsarlardan
dengesizler beni düşürür sandaldan
nehrin ortasındayım yerde timsahlar var
değişir buna alış işin başında belirir
görmeyenler anlamaz delirir devirir sözüyle
verilir çözümün püf noktaları
gözünü açıp özünü unutmayanlar bunu edinir
back shit
ekşiri
bunu bilen bi dilenciyim
action bugünü keş diyim
i̇şime cash
eleştir işimi geçerim
bi eksik herif dünü hiphop kaseti
birleştir ruhu tutan kel kafama cap
oldschool teyp
cd mp3 telif hakları ilgili
hedeflerim gülünç
rap elimde
rap çığlık
i̇nsanlar yoksul
i̇nsanlar sağlamsa
yeraltı contrada
maçta çıkarlar devirde süngü
şey bi eksik
rejim yapıyo sağlık amaç olmak seksi
taşeron çalıştırıyo fabrika tekstil
sevda kişi eksik
çekemezsin resmi bakma bilmiyosan
şekil var insan
say say say
güneşin doğması batacak
hipstere starbucks bizlere çay
hayaller paris gerçek
aksaray dinlerim dilberay gelmezsen gelme
nabayım beni sevmezsen sevme
çokta önemli
sabrı var şükür var mutluluk gelir
i̇lla
bişi satmam satandan alın
lets go
yapıştır beati boksa disk jockey hedef aldım
micı bırak yanımda yener çift okey
flowla insanı bulduk moruk seyret üste doğu
sevdiğin tracke sesi ver sevmiyorsan its okay
ortamda manita varken
donald trump çizgi film karakteri
pluto donald duck i̇stediğin koltuk senin olsun tahtı götür otur kalk
moruk emniyetli kafiyenin konuşmak
bi çoğunuz sahte mc instagramlı sahte click
i̇nsanları kandıran insanlıktan bahsedip
karı peşinde koş bunu sihirbazlık zannedip
çoktu çoğunu izdivaçta kaybettik
an bunu dinlerken sallanıyo kafan
defeasy atardamara kan basıyo
paşam içimde garez inan istediğini yolu seç moruk
bizim yolumuz markamız belli 359
",rap
1195,ez - BENIM HAYALLER,"heute eau parfum in der goyardbag
komme nicht klar alles wirkt unecht
und ich mache dûa yeah
denn das leben ist yeah
das gefühl war doch doch ich spürs nicht mehr
leb in den tag und mein blick ist leer
und ich hatte die wahl yeah
zwischen devil und love yeah
gerçekler
benim hayaller
doch ich hab kein kopf all day durch trance
durch die stadt in nem black sean jean
gerçekler
benim hayaller
an nem andеrn ort so grau so kühl
und es hilft kein geld dеnn das gift schmeckt süß
gerçekler hayaller elde kalan yalanlar
çeke çeke biter dert annem söyler masallar
çelişir biriylen dünya elimin kiri
napsan yaranmaz kimseye
yapamaz dayanamaz
yaşayamaz kinle
i̇ki edicem dedim sana dinle
karşıya geçtim bütün benliğimle
çık aradan zıvanadan çıkarcasına
yediğin piçten kokarcasına
boyun eğmediğinden çıkarlarına
önlerini al git sok arkasına
sokaklara hayat
kabahat olan anda nakavt
olabildik sizlere layık
helal haram arasındayız kayıp
fenayım gardaşım sürgünüm
sürçü lisanım üzgünüm
düştüğüm an gelir üstüme şeytan
üşüştü buz olur
ja sie sagen ich blessed
denn sie sehen nur erfolg
nein sie sehen nicht den rest
meine welt ist verkehrt
gerçekler
benim hayaller
doch ich hab kein kopf all day durch trance
durch die stadt in nem black sean jean
gerçekler
benim hayaller
an nem anderen ort so grau so kühl
und es hilft kein geld denn das gift schmeckt süß
gerçekler hayaller elde kalan yalanlar
çeke çeke biter dert annem söyler masallar
çelişir biriylen dünya elimin kiri
napsan yaranmaz kimseye
geenaro
so im going to ghana
",rap
